Date,SPY,SPY_vol,AAPl,AAPl_vol,MSFT,MSFT_vol
2004-09-20,81.78,37149400,2.33,61250000,17.81,51513600
2004-09-21,82.13,40920800,2.35,96663000,17.65,73874400
2004-09-22,81.11,49042100,2.28,100422000,17.56,68409000
2004-09-23,80.67,44068700,2.3,99351000,17.71,52155800
2004-09-24,81.04,34981100,2.31,92372000,17.67,49859800
2004-09-27,80.53,39355100,2.32,99379000,17.6,47813600
2004-09-28,80.91,41662900,2.35,88296600,17.65,62055100
2004-09-29,81.32,33325700,2.39,68377400,17.85,61529300
2004-09-30,81.26,43536700,2.4,106253000,17.9,71218000
2004-10-01,82.64,62824300,2.39,116351200,18.29,66302800
2004-10-04,82.77,33082400,2.4,143521000,18.2,62016200
2004-10-05,82.82,36910600,2.43,101540600,18.37,58017700
2004-10-06,83.39,42297800,2.51,111575800,18.47,56999600
2004-10-07,82.49,39388800,2.45,106537200,18.24,38401500
2004-10-08,81.81,51872600,2.42,89807200,18.12,49556600
2004-10-11,82.14,20229100,2.39,80967600,18.17,44691000
2004-10-12,81.82,41754700,2.37,115047800,18.15,56412900
2004-10-13,81.1,54212600,2.46,290752000,18.15,49500700
2004-10-14,80.45,64082200,2.78,692106800,18.0,41548700
2004-10-15,80.9,63482200,2.81,257782000,18.12,49828500
2004-10-18,81.2,43535100,2.95,300188000,18.39,50350700
2004-10-19,80.52,55851900,2.93,200498200,18.24,57026500
2004-10-20,80.36,57118500,2.94,151277000,18.58,69078100
2004-10-21,80.88,53218300,2.96,181126400,18.49,94988500
2004-10-22,79.98,48752400,2.93,120766800,17.96,101912800
2004-10-25,79.88,43990900,2.94,98161000,17.89,61529500
2004-10-26,81.1,54337400,2.97,148590400,18.06,76966600
2004-10-27,82.08,73896000,3.11,298373600,18.22,72392600
2004-10-28,82.32,54413300,3.23,216066200,18.13,63059600
2004-10-29,82.31,48820200,3.24,202554800,18.11,80010100
2004-11-01,82.53,36720900,3.24,150512600,18.18,72930900
2004-11-02,82.56,56210000,3.31,182497000,18.28,89417100
2004-11-03,83.6,76960200,3.42,301043400,18.43,79666700
2004-11-04,84.75,55350300,3.37,232156400,18.77,87867700
2004-11-05,85.28,63287200,3.38,301261800,18.97,95337700
2004-11-08,85.15,33863800,3.36,131730200,18.96,112802100
2004-11-09,84.99,44658100,3.34,118941200,19.27,100401000
2004-11-10,85.05,45265400,3.39,127169000,19.25,84097700
2004-11-11,85.7,37863200,3.42,101824800,19.41,87358900
2004-11-12,86.37,55583700,3.43,98925400,19.4,162269000
2004-11-15,86.59,35297900,3.42,94011400,19.76,104468000
2004-11-16,85.97,40028700,3.4,73775800,19.57,64522600
2004-11-17,86.48,54494000,3.39,99437800,19.6,58830700
2004-11-18,86.59,31854300,3.43,114787400,19.53,63249900
2004-11-19,85.63,54276500,3.41,191319800,19.38,85808600
2004-11-22,86.04,37560200,3.79,642052600,19.23,92410800
2004-11-23,86.17,41968800,3.79,227862600,19.14,70459700
2004-11-24,86.37,29724800,3.96,347697000,19.22,60069200
2004-11-26,86.31,15487700,3.99,137536000,19.19,24398700
2004-11-29,85.92,61460800,4.23,428229200,19.32,67079900
2004-11-30,85.97,53685200,4.15,257129600,19.34,75960400
2004-12-01,86.95,49898300,4.19,200138400,19.66,99889000
2004-12-02,87.02,60163500,4.03,246860600,19.55,96088300
2004-12-03,86.97,49067900,3.88,309712200,19.65,76498400
2004-12-06,86.94,33030500,4.07,311980200,19.72,55297400
2004-12-07,86.13,52047200,3.89,264224800,19.53,111656000
2004-12-08,86.63,43895100,3.91,172975600,19.74,95655000
2004-12-09,86.94,60922800,3.96,185375400,19.65,83006000
2004-12-10,87.02,47828600,4.03,193943400,19.54,70949200
2004-12-13,87.78,38541000,4.01,98760200,19.66,93812500
2004-12-14,88.09,41500700,4.04,103930400,19.65,127843200
2004-12-15,88.15,46699200,4.04,99590400,19.56,106303900
2004-12-16,88.1,51641800,4.12,281528800,19.6,88997500
2004-12-17,87.52,70761900,4.02,195874000,19.45,126184400
2004-12-20,87.54,47187400,3.88,292031600,19.45,85552800
2004-12-21,88.21,33094200,3.94,266103600,19.53,94646100
2004-12-22,88.42,31500700,3.94,141457400,19.46,63651900
2004-12-23,88.49,25646100,3.96,61482400,19.49,65801900
2004-12-27,88.31,29944100,3.91,139872600,19.37,55958500
2004-12-28,88.79,23422900,3.97,152938800,19.45,55075900
2004-12-29,88.92,22650600,3.98,112390600,19.41,47594900
2004-12-30,88.75,21076900,4.01,86335200,19.31,48355400
2004-12-31,88.56,28648800,3.98,69647200,19.28,54959500
2005-01-03,88.15,55748000,3.91,172998000,19.29,65002900
2005-01-04,87.07,69167600,3.95,274202600,19.37,109442100
2005-01-05,86.47,65667300,3.99,170108400,19.32,72463500
2005-01-06,86.91,47814700,3.99,176388800,19.3,76890500
2005-01-07,86.78,55847700,4.28,556862600,19.24,68723300
2005-01-10,87.19,56563300,4.26,431327400,19.34,70376600
2005-01-11,86.59,63099700,3.99,652906800,19.29,64712000
2005-01-12,86.88,72720500,4.05,479925600,19.32,72940600
2005-01-13,86.18,55537500,4.32,791179200,18.95,89861600
2005-01-14,86.64,42032500,4.34,442685600,18.85,92180800
2005-01-18,87.54,57391700,4.37,251615000,18.99,69146400
2005-01-19,86.62,54378900,4.32,187973800,18.75,58114100
2005-01-20,86.09,72049300,4.36,228730600,18.66,58380100
2005-01-21,85.57,63160400,4.36,227833200,18.51,76501000
2005-01-24,85.4,58441900,4.38,210407400,18.52,69010900
2005-01-25,85.64,68245000,4.46,242307800,18.77,67580700
2005-01-26,85.9,57195100,4.47,184874200,18.77,64974500
2005-01-27,86.04,55878800,4.49,124056800,18.84,93204100
2005-01-28,86.04,60738900,4.57,200403000,18.89,110466500
2005-01-31,86.58,52532700,4.76,420274400,18.96,71442100
2005-02-01,87.13,49841200,4.79,169598800,19.04,57981700
2005-02-02,87.39,52468900,4.92,255015600,19.09,79329500
2005-02-03,87.16,48837100,4.81,182912800,18.89,62545400
2005-02-04,88.09,50024600,4.88,140889000,18.99,61246500
2005-02-07,87.98,45412000,4.88,131114200,18.88,57763400
2005-02-08,88.08,39263500,5.0,222504800,18.93,61343700
2005-02-09,87.42,55279400,4.87,297864000,18.81,77874800
2005-02-10,87.74,45858600,4.85,273254800,18.8,71796400
2005-02-11,88.49,53133000,5.02,300263600,18.74,83835900
2005-02-14,88.42,32432100,5.23,317865800,18.77,58694000
2005-02-15,88.75,43852700,5.47,578054400,18.77,76551600
2005-02-16,88.81,55523000,5.57,409810800,18.67,57506600
2005-02-17,88.09,58124000,5.43,379618400,18.56,67024800
2005-02-18,88.21,47723300,5.37,290813600,18.44,77091100
2005-02-22,86.9,80697600,5.27,304823400,18.26,96419200
2005-02-23,87.52,68292600,5.46,336295400,18.24,83689400
2005-02-24,88.1,68563600,5.5,379757000,18.36,85236300
2005-02-25,88.97,60899900,5.5,228877600,18.28,62467700
2005-02-28,88.39,69381300,5.55,162902600,18.21,82728000
2005-03-01,88.83,47294400,5.5,117047000,18.3,56394800
2005-03-02,88.78,64226500,5.46,114540300,18.28,67739000
2005-03-03,88.82,61230800,5.17,352913400,18.22,52183600
2005-03-04,89.93,56168500,5.29,189154700,18.22,63058200
2005-03-07,89.97,43442400,5.29,112658000,18.43,80407400
2005-03-08,89.63,44362000,5.01,255362800,18.38,52871800
2005-03-09,88.64,73263600,4.87,330616300,18.32,62991800
2005-03-10,88.83,65149000,4.93,194277300,18.41,59132900
2005-03-11,88.21,57976500,4.98,158207700,18.16,60617900
2005-03-14,88.76,36336400,4.99,151346300,18.17,65550500
2005-03-15,88.03,62438500,5.07,127152200,18.03,71469400
2005-03-16,87.28,74874200,5.09,174453300,17.83,74841400
2005-03-17,87.46,62584200,5.23,200480000,17.76,60573200
2005-03-18,87.2,60232000,5.31,235037600,17.59,135904000
2005-03-21,86.87,61244300,5.4,135282000,17.52,71446200
2005-03-22,85.99,92472400,5.3,137853800,17.36,102113300
2005-03-23,86.06,70817300,5.26,152455800,17.5,79293300
2005-03-24,86.17,51932500,5.26,88176200,17.57,78820900
2005-03-28,86.29,46765500,5.26,68852700,17.52,49802000
2005-03-29,85.72,71160300,5.16,115339000,17.31,74231700
2005-03-30,86.93,62002100,5.29,98739900,17.49,59585700
2005-03-31,86.77,64575400,5.15,159033700,17.49,62382300
2005-04-01,86.38,95255300,5.06,160321000,17.46,64619600
2005-04-04,86.53,71581200,5.08,145003600,17.54,62196400
2005-04-05,86.94,46853900,5.18,139059900,17.71,73549600
2005-04-06,87.24,53268200,5.23,103706400,17.86,78020200
2005-04-07,87.71,46734600,5.39,126746900,18.17,77451500
2005-04-08,86.8,63772900,5.41,162487500,18.05,47956300
2005-04-11,86.87,44945000,5.18,205415700,18.07,47791800
2005-04-12,87.31,86144800,5.28,245265300,18.33,67517800
2005-04-13,86.29,65949000,5.08,342986700,18.12,60929300
2005-04-14,85.16,96119800,4.61,688298100,17.98,66754400
2005-04-15,83.97,128677300,4.37,432021800,17.7,100251600
2005-04-18,84.23,100035200,4.41,331794400,17.84,75766400
2005-04-19,84.89,64930100,4.59,270410700,17.83,65956200
2005-04-20,83.71,107735900,4.39,236282900,17.6,91923500
2005-04-21,85.34,86952200,4.6,189898100,18.3,93562300
2005-04-22,85.01,88845800,4.39,209782300,18.08,80087500
2005-04-25,85.57,52284100,4.57,186615100,18.09,75457900
2005-04-26,84.74,72626000,4.48,202626900,17.92,60464300
2005-04-27,85.07,84131900,4.45,153472200,18.09,47732800
2005-04-28,84.0,72481500,4.4,143776500,17.7,83623100
2005-04-29,85.14,103993800,4.46,167907600,18.31,98641200
2005-05-02,85.62,56026400,4.51,116480000,18.26,54376700
2005-05-03,85.77,86000300,4.48,124184900,18.35,67867800
2005-05-04,86.43,81055700,4.59,112044100,18.25,86864200
2005-05-05,86.4,96906700,4.54,96841500,18.26,59362300
2005-05-06,86.13,67415400,4.61,81561900,18.25,64322600
2005-05-09,86.67,43750500,4.57,88923800,18.17,61872400
2005-05-10,85.77,74613500,4.5,110065900,18.02,62235100
2005-05-11,86.24,91647400,4.4,510495300,18.03,59463300
2005-05-12,85.29,95086800,4.22,242560500,18.09,74540700
2005-05-13,85.12,85267000,4.3,175678300,18.31,77204300
2005-05-16,85.92,49207000,4.4,118573700,18.51,50577300
2005-05-17,86.49,61071800,4.37,147086100,18.49,39983200
2005-05-18,87.38,77944900,4.43,159180700,18.66,71182400
2005-05-19,87.75,61768100,4.64,198290400,18.82,52120800
2005-05-20,87.62,46345500,4.64,113162700,18.69,64444500
2005-05-23,88.11,51047900,4.92,260643600,18.77,75421100
2005-05-24,87.9,50654100,4.91,148365000,18.7,61287700
2005-05-25,87.84,47608800,4.92,99001700,18.67,35749000
2005-05-26,88.31,43256200,5.04,131380200,18.8,50579200
2005-05-27,88.46,24596100,5.02,79002000,18.93,54978000
2005-05-31,87.89,43377200,4.92,101051300,18.73,46131100
2005-06-01,88.64,69611000,4.98,113453200,18.74,54621000
2005-06-02,88.83,39704500,4.95,93493400,18.73,27212500
2005-06-03,88.38,60999400,4.73,239217300,18.46,79659500
2005-06-06,88.3,36046400,4.69,202991600,18.42,40756900
2005-06-07,88.37,66501300,4.52,186316200,18.52,54511400
2005-06-08,88.21,46881200,4.57,101001600,18.44,45369700
2005-06-09,88.62,56653300,4.66,97563900,18.52,52767900
2005-06-10,88.42,36465300,4.43,169733200,18.46,39459800
2005-06-13,88.7,49383200,4.44,108943100,18.38,49104100
2005-06-14,88.9,33857100,4.45,86961700,18.41,44243300
2005-06-15,89.07,53195600,4.59,140835800,18.34,50764800
2005-06-16,89.3,46564500,4.7,136918600,18.18,65918800
2005-06-17,89.63,51529400,4.74,149031400,18.18,90821300
2005-06-20,89.66,41019400,4.65,80929100,18.23,50538900
2005-06-21,89.71,39879800,4.68,92631700,18.26,81084000
2005-06-22,89.79,46310100,4.77,106231300,18.2,60492700
2005-06-23,88.52,62185600,4.81,168563500,18.38,105159800
2005-06-24,87.87,58572500,4.67,102677400,18.18,57970700
2005-06-27,88.0,48183800,4.59,150042900,18.19,61636200
2005-06-28,88.74,41174200,4.61,87574900,18.2,53058100
2005-06-29,88.5,42316500,4.5,112089600,18.22,55859900
2005-06-30,88.02,62288800,4.55,104597500,18.04,82018200
2005-07-01,88.28,49737500,4.51,62500200,17.94,69718400
2005-07-05,88.99,51549000,4.7,113567300,18.14,61883500
2005-07-06,88.24,52363600,4.62,98656600,17.93,64214600
2005-07-07,88.59,103268800,4.65,95930800,17.9,80082900
2005-07-08,89.6,64491200,4.73,72683800,18.22,56104000
2005-07-11,90.06,49688300,4.71,97197100,18.36,61525400
2005-07-12,90.3,51871100,4.73,96759600,18.59,63384800
2005-07-13,90.42,41182300,4.74,171208800,18.63,44749200
2005-07-14,90.78,63638800,5.04,524015100,18.86,69506800
2005-07-15,90.73,56075900,5.14,171920700,18.73,56472800
2005-07-18,90.36,56598400,5.13,146574400,18.55,39668000
2005-07-19,90.86,59165700,5.34,167765500,18.99,113290100
2005-07-20,91.17,69477000,5.4,113348900,19.02,71424800
2005-07-21,90.64,101110900,5.35,101066000,19.2,112932100
2005-07-22,91.24,52607100,5.44,75276600,18.65,97558900
2005-07-25,90.98,57301600,5.42,73656800,18.65,45174600
2005-07-26,91.09,42758800,5.4,67148200,18.54,51476400
2005-07-27,91.43,43181600,5.44,70937300,18.67,57977300
2005-07-28,92.0,47880700,5.42,62827800,18.7,44738700
2005-07-29,91.39,62358100,5.27,140520100,18.59,59524400
2005-08-01,91.32,40418200,5.29,78562400,18.82,61346800
2005-08-02,91.87,45147400,5.34,74218900,19.47,137510100
2005-08-03,92.11,36837200,5.35,64580600,19.79,139422400
2005-08-04,91.37,50855600,5.28,67326000,19.84,91461400
2005-08-05,90.75,53595500,5.32,60482800,20.16,82212400
2005-08-08,90.58,47616000,5.27,44095800,19.7,77207200
2005-08-09,91.13,47170000,5.42,95209800,19.86,64761800
2005-08-10,91.09,72863700,5.36,90236300,19.57,62818800
2005-08-11,91.45,58570200,5.44,67995900,19.8,48646800
2005-08-12,90.89,54776900,5.7,229009200,19.64,52006500
2005-08-15,91.45,36208500,5.9,271681900,19.76,45976600
2005-08-16,90.26,71942100,5.72,134405600,19.47,46894600
2005-08-17,90.25,62275100,5.83,124931100,19.63,52413100
2005-08-18,90.24,53388600,5.73,110639900,19.53,40861900
2005-08-19,90.45,39842100,5.67,94142300,19.46,36043500
2005-08-22,90.45,69912000,5.67,96933200,19.6,41691700
2005-08-23,90.28,55168600,5.66,73901100,19.57,48296700
2005-08-24,89.48,79104600,5.66,143017700,19.52,63645000
2005-08-25,89.8,35631100,5.7,69063400,19.68,39306300
2005-08-26,89.19,61956800,5.66,65264500,19.64,36774600
2005-08-29,89.88,56179200,5.67,64073800,19.77,52307700
2005-08-30,89.4,74160200,5.76,129690400,19.79,55163200
2005-08-31,90.53,102945200,5.8,100739100,19.94,65210200
2005-09-01,90.47,74578700,5.72,89091800,19.81,75974500
2005-09-02,90.3,47653400,5.72,55594700,19.68,52047500
2005-09-06,91.36,57251300,6.04,204654800,19.66,46089000
2005-09-07,91.52,41749700,6.02,240768500,19.55,44656100
2005-09-08,91.21,39068700,6.16,175660100,19.38,52552300
2005-09-09,92.02,43093900,6.35,153910400,19.36,41515800
2005-09-12,91.84,33017600,6.36,113199100,19.38,40550500
2005-09-13,91.33,58427500,6.28,123221000,19.28,63422900
2005-09-14,91.0,57694600,6.14,118606600,19.16,54969600
2005-09-15,90.95,73156900,6.17,103789000,19.13,60357200
2005-09-16,91.6,75424100,6.33,147751100,18.98,187384300
2005-09-19,91.3,53355300,6.51,195932800,18.93,61832300
2005-09-20,90.53,84480300,6.58,204957200,18.82,61043400
2005-09-21,89.68,94469100,6.44,108686900,18.56,68281800
2005-09-22,90.0,84597200,6.42,115931900,18.45,71314900
2005-09-23,90.07,59368100,6.58,139614300,18.4,66396800
2005-09-26,90.18,70415400,6.66,136640700,18.4,56203700
2005-09-27,90.15,66150800,6.61,85425900,18.45,48797900
2005-09-28,90.24,58620500,6.32,281386000,18.69,71019400
2005-09-29,90.98,66607700,6.47,159211500,18.89,66807100
2005-09-30,91.26,47824200,6.63,132908300,18.74,57644500
2005-10-03,90.93,50994800,6.73,126888300,18.57,55341300
2005-10-04,89.91,60776300,6.65,134864800,18.19,151666300
2005-10-05,88.73,106052100,6.53,152692400,17.97,73684700
2005-10-06,88.41,140941800,6.39,189384300,18.01,81724600
2005-10-07,88.72,75661400,6.34,169470700,17.91,50768700
2005-10-10,87.97,52677000,6.23,126876400,17.81,48880900
2005-10-11,87.84,75629800,6.38,306471200,17.78,76567300
2005-10-12,87.15,100510400,6.09,674371600,17.7,71294400
2005-10-13,87.1,99052900,6.65,466393900,17.91,70192000
2005-10-14,88.02,88651000,6.68,258888000,17.97,53846700
2005-10-17,88.34,68109300,6.61,154208600,17.86,46924400
2005-10-18,87.39,74996900,6.46,152397000,17.89,69328200
2005-10-19,88.84,116563800,6.79,252170800,18.27,66574500
2005-10-20,87.28,131966700,6.94,339440500,18.05,58830600
2005-10-21,87.62,96579500,6.88,199181500,18.05,69431200
2005-10-24,88.98,71308400,7.02,152438300,18.28,51868000
2005-10-25,88.8,76594500,6.94,116281900,18.23,41310500
2005-10-26,88.54,80855800,7.05,157898300,18.29,58178100
2005-10-27,87.6,66623100,6.85,102885300,18.1,61566100
2005-10-28,88.86,72322000,6.74,192446800,18.59,106559300
2005-10-31,89.1,77698900,7.12,235211200,18.72,75122100
2005-11-01,89.37,66365100,7.11,187421500,18.9,71370400
2005-11-02,90.3,74012300,7.41,214265100,19.27,75067100
2005-11-03,90.69,84897600,7.65,221095700,19.25,73421600
2005-11-04,90.57,59156000,7.56,219508800,19.41,57464000
2005-11-07,90.66,46765400,7.45,159707800,19.67,77104800
2005-11-08,90.66,42152800,7.41,118441400,19.7,60091700
2005-11-09,90.78,57666800,7.43,138232500,19.63,59562100
2005-11-10,91.48,79048100,7.57,166336100,19.73,73314800
2005-11-11,91.79,34867000,7.61,106362200,19.87,51945600
2005-11-14,91.74,45092200,7.6,92483300,19.93,67152200
2005-11-15,91.41,69592500,7.7,134210300,20.08,65081000
2005-11-16,91.59,51133000,8.03,196128800,20.26,86277000
2005-11-17,92.45,55717500,7.98,169051400,20.43,91351000
2005-11-18,92.81,72437200,7.98,131240200,20.5,75431200
2005-11-21,93.28,50021200,8.03,127927800,20.57,65794400
2005-11-22,93.68,66438800,8.23,135070600,20.38,104253300
2005-11-23,94.22,50854700,8.3,121463300,20.39,70541300
2005-11-25,94.29,15270000,8.58,98753200,20.27,44082500
2005-11-28,93.63,54498500,8.61,254629900,20.27,57517200
2005-11-29,93.52,51738900,8.42,222858300,20.22,62220400
2005-11-30,93.02,56007200,8.39,148918700,20.22,55904700
2005-12-01,93.97,65468200,8.85,203223300,20.37,61006100
2005-12-02,94.09,46699400,8.98,223940500,20.46,42319600
2005-12-05,93.89,59273400,8.88,145917800,20.34,47517300
2005-12-06,94.06,57935200,9.16,214257400,20.22,65980000
2005-12-07,93.51,66816500,9.15,169866200,20.27,55583200
2005-12-08,93.46,62608600,9.16,197619800,20.22,63931600
2005-12-09,93.7,50744500,9.19,138850600,20.24,48467000
2005-12-12,93.79,48389900,9.26,131248600,20.05,63757200
2005-12-13,94.43,88630900,9.27,123454100,19.81,104285500
2005-12-14,94.8,64375000,8.91,362679100,19.79,65076200
2005-12-15,94.52,55900300,8.93,140290500,19.66,79018100
2005-12-16,94.22,46238300,8.79,167792800,19.65,88542500
2005-12-19,93.73,48733000,8.83,132323800,19.6,68680100
2005-12-20,93.82,46603200,8.92,119777000,19.62,62960600
2005-12-21,93.97,51806900,9.09,118934200,19.52,75800900
2005-12-22,94.46,32247900,9.15,92652700,19.42,91276900
2005-12-23,94.52,27977300,9.07,57464400,19.46,30689200
2005-12-27,93.56,44499500,9.18,147647500,19.33,37819000
2005-12-28,93.76,30764300,9.1,99528800,19.27,35444400
2005-12-29,93.35,32788900,8.84,122506300,19.19,34495500
2005-12-30,92.84,44645600,8.89,156065700,19.1,49044600
2006-01-03,94.47,73256700,9.24,201808600,19.6,79973000
2006-01-04,94.92,51899600,9.27,154900900,19.7,57975600
2006-01-05,94.98,47307500,9.2,112355600,19.71,48245500
2006-01-06,95.77,62885900,9.44,176114400,19.65,100963000
2006-01-09,96.02,43527400,9.41,168760200,19.62,55625000
2006-01-10,96.11,44960800,10.0,569967300,19.72,64921900
2006-01-11,96.42,49598900,10.38,373448600,19.93,70120700
2006-01-12,96.04,40509200,10.42,320202400,19.82,45994800
2006-01-13,95.95,44856700,10.59,194076400,19.86,41418000
2006-01-17,95.69,52066600,10.48,208905900,19.71,58566600
2006-01-18,95.31,75067600,10.2,300159300,19.6,52376200
2006-01-19,95.67,81530400,9.77,423962000,19.73,60367600
2006-01-20,93.93,114957800,9.41,283689700,19.29,79165900
2006-01-23,94.26,67017400,9.61,264932500,19.24,47925600
2006-01-24,94.36,53008800,9.4,285563600,19.19,63040700
2006-01-25,94.44,87747700,9.18,318946600,19.28,59072100
2006-01-26,94.96,71294000,8.95,295346800,19.35,69509300
2006-01-27,95.84,65771200,8.91,238466200,20.3,134520700
2006-01-30,95.77,33709600,9.28,349600300,20.45,103999200
2006-01-31,95.07,72937000,9.34,228385500,20.56,94841300
2006-02-01,95.73,63561000,9.33,130296600,20.48,68448800
2006-02-02,94.62,83626900,8.92,176830500,20.22,55073400
2006-02-03,94.15,86040400,8.89,173030900,20.11,75022700
2006-02-06,94.4,45511900,8.32,412941900,19.84,60170500
2006-02-07,93.56,71208100,8.36,347207700,19.68,72159500
2006-02-08,94.41,59422200,8.51,238278600,19.65,51795200
2006-02-09,94.26,62023300,8.03,287441000,19.47,52861700
2006-02-10,94.43,64508700,8.32,440119400,19.49,52127000
2006-02-13,94.26,52308700,8.0,220874500,19.27,46707000
2006-02-14,95.26,90964400,8.37,290234700,19.46,58432900
2006-02-15,95.59,85471300,8.56,289942800,19.7,62808900
2006-02-16,96.31,61017900,8.73,237043800,19.65,48868500
2006-02-17,96.05,40342600,8.69,143999800,19.57,41513200
2006-02-21,95.81,46456300,8.54,194901700,19.45,50216100
2006-02-22,96.39,42326700,8.82,244559700,19.58,43043100
2006-02-23,96.25,43423200,8.87,214229400,19.54,47359100
2006-02-24,96.49,36777400,8.84,133686000,19.52,44753800
2006-02-27,96.53,35858600,8.78,197810200,19.82,51301500
2006-02-28,95.61,74394800,8.47,316745100,19.69,65036100
2006-03-01,96.46,48641600,8.55,190954400,19.89,53061200
2006-03-02,96.46,60642300,8.61,156318400,19.76,41850300
2006-03-03,96.01,73402500,8.38,184417100,19.73,45218800
2006-03-06,95.57,57478400,8.1,228166400,19.72,53054100
2006-03-07,95.42,61780800,8.2,218219400,19.83,51613900
2006-03-08,95.62,66692400,8.12,163312800,19.97,57547400
2006-03-09,94.98,56313600,7.91,199826200,19.79,45360700
2006-03-10,95.88,60490800,7.81,260785700,19.91,41297200
2006-03-13,96.06,45479100,8.12,215296900,19.87,40342600
2006-03-14,97.07,69877300,8.33,160505100,19.95,39821800
2006-03-15,97.5,53398900,8.19,222999000,20.05,57152000
2006-03-16,97.7,65526400,7.95,187409600,19.98,73793700
2006-03-17,97.78,47286800,8.0,203010500,20.15,120615000
2006-03-20,97.63,45538500,7.91,151360300,20.44,67094100
2006-03-21,97.01,87102700,7.64,336341600,20.33,73199600
2006-03-22,97.6,51605700,7.63,336473900,19.9,145696100
2006-03-23,97.4,46704200,7.44,356956600,19.68,73682900
2006-03-24,97.48,43209200,7.42,267995000,19.79,69157600
2006-03-27,97.33,32523000,7.36,277018000,19.79,59908600
2006-03-28,96.73,82079900,7.26,342580700,19.71,58520500
2006-03-29,97.34,61505700,7.71,586708500,19.8,53150300
2006-03-30,97.17,70571700,7.76,347662700,19.95,54612000
2006-03-31,97.19,62925600,7.76,203839300,19.94,62190500
2006-04-03,97.12,61624700,7.75,203947800,20.2,57605300
2006-04-04,97.74,54809300,7.56,232981000,20.26,45470000
2006-04-05,98.07,50607200,8.31,558352200,20.33,41539300
2006-04-06,97.97,57906200,8.81,665942200,20.2,51885500
2006-04-07,96.97,80180900,8.63,386309700,19.97,47249400
2006-04-10,97.12,41496500,8.49,225878800,20.0,39432000
2006-04-11,96.3,72799400,8.41,234829000,19.88,42953400
2006-04-12,96.48,43033700,8.25,184973600,19.93,32183000
2006-04-13,96.35,51051800,8.22,183669500,19.84,28160000
2006-04-17,96.32,64167700,8.02,180484500,19.67,35796200
2006-04-18,97.84,92531800,8.19,198711100,19.95,56272700
2006-04-19,98.03,87269000,8.12,271508300,19.81,45111100
2006-04-20,98.16,86005500,8.36,416745700,19.81,45648300
2006-04-21,98.18,72342600,8.29,197246700,19.9,58528000
2006-04-24,98.0,52546400,8.13,176757000,19.87,42318400
2006-04-25,97.6,84359800,8.18,132265700,19.87,49222500
2006-04-26,97.62,67262400,8.43,177721600,19.86,39190000
2006-04-27,98.09,124478600,8.58,211486800,19.97,96509600
2006-04-28,98.42,55854400,8.71,190009400,17.7,591052200
2006-05-01,97.62,64990300,8.61,187595100,17.8,174800900
2006-05-02,98.35,49063500,8.86,192915800,17.6,190533500
2006-05-03,97.98,60821300,8.8,171747800,16.98,211527100
2006-05-04,98.34,42921400,8.8,215105100,17.18,171257400
2006-05-05,99.2,62588200,8.89,140977900,17.44,131604300
2006-05-08,99.09,30016700,8.89,148712900,17.39,80693500
2006-05-09,99.28,29864000,8.78,132916700,17.31,75345900
2006-05-10,99.23,64378200,8.73,114972200,17.42,76563300
2006-05-11,98.03,80626900,8.43,203172200,17.02,92916700
2006-05-12,96.75,91726500,8.37,160443500,16.98,83115900
2006-05-15,96.94,84029300,8.38,132294400,17.03,67314800
2006-05-16,96.8,62137600,8.04,234185000,16.93,82095100
2006-05-17,94.96,144789500,8.07,188548500,16.72,98598300
2006-05-18,94.48,87906300,7.81,164610600,16.8,95476400
2006-05-19,95.15,124309400,7.98,246466500,16.6,100071200
2006-05-22,94.42,110852800,7.84,179743900,16.83,87322300
2006-05-23,93.7,92006500,7.81,173603500,16.77,79986300
2006-05-24,94.45,168405000,7.83,229007800,17.29,107356700
2006-05-25,95.62,78977900,7.96,115843000,17.47,83052700
2006-05-26,96.11,62989700,7.86,108237500,17.45,46861600
2006-05-30,94.4,72419900,7.57,140850500,17.03,52497500
2006-05-31,95.45,86926200,7.39,320244400,16.66,120202000
2006-06-01,96.37,73721700,7.69,235627000,16.79,80230800
2006-06-02,96.57,91702600,7.63,171446800,16.74,73935600
2006-06-05,95.16,86105100,7.42,151446400,16.55,63914100
2006-06-06,94.93,130498600,7.39,181509300,16.28,126601300
2006-06-07,94.22,108599400,7.24,187626600,16.21,73827500
2006-06-08,94.14,204957200,7.51,349370700,16.27,104126900
2006-06-09,93.84,94972200,7.33,193959500,16.13,52573800
2006-06-12,92.82,95815900,7.05,179446400,15.97,74309700
2006-06-13,91.74,185688800,7.21,270160800,15.82,113175300
2006-06-14,92.45,163566400,7.12,219534000,16.1,86081500
2006-06-15,94.41,134057000,7.34,297595900,16.24,121577300
2006-06-16,93.73,94253500,7.12,209525400,16.26,147506500
2006-06-19,92.99,95804400,7.07,176143800,16.59,129640900
2006-06-20,93.3,65494700,7.11,168243600,16.6,90598500
2006-06-21,94.0,75008200,7.16,215824000,16.98,91660300
2006-06-22,93.58,74566100,7.37,241408300,16.83,76590600
2006-06-23,93.57,54107000,7.28,165050900,16.55,60532600
2006-06-26,93.98,37899600,7.3,116634000,16.79,53644100
2006-06-27,93.17,69780200,7.1,137652900,16.82,84759100
2006-06-28,93.8,62368100,6.93,212676100,17.04,71906500
2006-06-29,95.7,110634800,7.29,218349600,17.27,121395500
2006-06-30,95.7,54227800,7.08,184923900,17.14,73048800
