Date,SPY,SPY_vol,AAPl,AAPl_vol,MSFT,MSFT_vol
2000-01-03,98.96,8164300,3.46,133949200,37.29,53228400
2000-01-04,95.09,8089800,3.17,128094400,36.03,54119000
2000-01-05,95.26,12177900,3.22,194580400,36.41,64059600
2000-01-06,93.73,6227200,2.94,191993200,35.19,54976600
2000-01-07,99.17,8066500,3.08,115183600,35.65,62013600
2000-01-10,99.51,5741700,3.02,126266000,35.91,44963600
2000-01-11,98.32,7503700,2.87,110387200,34.99,46743600
2000-01-12,97.34,6907700,2.7,244017200,33.85,66532400
2000-01-13,98.66,5158300,2.99,258171200,34.49,83144000
2000-01-14,100.0,7437300,3.11,97594000,35.91,73416400
2000-01-18,99.21,6488500,3.21,114794400,36.89,81483600
2000-01-19,100.02,6157900,3.29,149410800,34.23,97568200
2000-01-20,98.49,5800100,3.51,457783200,33.91,56349800
2000-01-21,98.28,6244800,3.44,123981200,33.19,68416200
2000-01-24,95.49,7896900,3.29,110219200,32.39,63597600
2000-01-25,96.58,9942500,3.47,124286400,32.89,59823200
2000-01-26,95.81,5158100,3.41,91789600,31.79,49365000
2000-01-27,95.43,10922700,3.4,85036000,31.59,63654800
2000-01-28,92.45,11916200,3.14,105837200,31.43,58225400
2000-01-31,94.96,10768700,3.21,175420000,31.31,73194200
2000-02-01,95.9,8419900,3.1,79508800,32.93,70196600
2000-02-02,95.98,6205900,3.06,116048800,32.25,49915600
2000-02-03,97.43,7997500,3.19,118798400,33.15,49186000
2000-02-04,97.02,4925400,3.34,106330000,34.09,55365400
2000-02-07,96.88,5845800,3.53,110266800,34.11,40005800
2000-02-08,98.19,4936400,3.55,102160800,35.17,56229000
2000-02-09,96.13,8511500,3.48,74841200,33.27,55090000
2000-02-10,96.32,6690600,3.51,75745600,33.91,54527800
2000-02-11,94.37,9849800,3.36,53062800,31.97,115559000
2000-02-14,94.92,8528800,3.58,91884800,31.87,81028600
2000-02-15,95.99,11078300,3.68,121436000,31.53,71027600
2000-02-16,94.58,8845400,3.53,94561600,31.23,65202600
2000-02-17,94.09,7584200,3.55,72374400,31.87,80343400
2000-02-18,92.07,9409200,3.44,58360400,30.41,79063000
2000-02-22,91.84,16415400,3.52,105574000,30.01,66296200
2000-02-23,92.92,12119000,3.59,118274800,30.15,75847200
2000-02-24,91.05,17375000,3.56,94108000,30.31,69733200
2000-02-25,90.72,10559900,3.41,62286000,29.21,65301400
2000-02-28,92.62,13397800,3.5,82082000,29.29,76131800
2000-02-29,93.52,8242500,3.54,92240400,28.59,58437400
2000-03-01,94.2,6868000,4.03,269250800,29.05,106889800
2000-03-02,94.26,7600200,3.77,77814800,29.87,106932600
2000-03-03,96.02,12770300,3.96,80841600,30.75,101435200
2000-03-06,95.09,11967100,3.89,52640000,28.99,93609400
2000-03-07,93.25,20062000,3.8,68252800,29.71,135061000
2000-03-08,93.13,11808500,3.77,67807600,30.57,94290000
2000-03-09,95.85,5500900,3.78,69179600,31.99,88198800
2000-03-10,95.34,7924600,3.89,62151600,32.31,85589000
2000-03-13,94.3,10540500,3.75,75989200,31.35,61831800
2000-03-14,92.96,8263900,3.53,107144800,30.43,73489200
2000-03-15,95.13,10300800,3.59,110902400,30.51,53208000
2000-03-16,99.58,25601400,3.76,94525200,30.51,77300800
2000-03-17,100.23,10272900,3.86,76260800,31.79,81161600
2000-03-20,99.72,12502300,3.8,51122400,31.15,47773000
2000-03-21,101.77,13612600,4.17,131082000,32.87,81648800
2000-03-22,102.39,8260000,4.46,141999200,33.03,93975800
2000-03-23,104.13,11654500,4.37,140641200,35.79,148224000
2000-03-24,104.75,11462900,4.29,111728400,35.73,112196800
2000-03-27,103.64,8798600,4.31,69795600,33.29,111434000
2000-03-28,103.05,6334400,4.3,50741600,33.37,81114400
2000-03-29,103.15,6747500,4.2,59959200,34.29,64363800
2000-03-30,101.43,9491900,3.89,103600000,33.07,64178400
2000-03-31,102.58,9249100,4.2,101158400,33.99,64281400
2000-04-03,103.18,8508200,4.12,82140800,29.07,260118200
2000-04-04,102.41,19585500,3.94,165082400,28.33,181244400
2000-04-05,101.77,8387200,4.03,114416400,27.63,82887600
2000-04-06,102.65,6378500,3.87,64906800,27.51,66421400
2000-04-07,103.3,6023600,4.07,60608800,28.49,82613600
2000-04-10,102.9,9624200,3.86,53065600,27.53,60685400
2000-04-11,102.6,9006400,3.69,135455600,26.83,71961800
2000-04-12,99.79,10779200,3.38,235284000,25.39,153003800
2000-04-13,98.4,12225800,3.52,132456800,25.35,94316200
2000-04-14,92.77,29604000,3.46,166905200,23.71,151217800
2000-04-17,96.01,23918200,3.83,102390400,24.27,119772200
2000-04-18,98.55,11069200,3.92,97731200,25.77,91794600
2000-04-19,97.63,6553700,3.74,130037600,25.17,53715400
2000-04-20,98.1,8537600,3.68,180530000,25.25,52387400
2000-04-24,97.04,12893100,3.73,110905200,21.31,313645800
2000-04-25,101.07,14102000,3.97,97910400,22.19,159517400
2000-04-26,99.92,7711100,3.75,91728000,21.75,107091200
2000-04-27,99.59,15595300,3.92,81650800,22.33,77669800
2000-04-28,98.98,8743400,3.84,62395200,22.31,78082600
2000-05-01,100.32,7328300,3.84,56548800,23.49,107811000
2000-05-02,98.32,9411900,3.64,59108000,22.35,97716200
2000-05-03,96.01,12630700,3.56,122449600,22.57,55354800
2000-05-04,96.74,5963600,3.42,99878800,22.53,43317200
2000-05-05,97.91,7862400,3.5,71019200,22.75,36402200
2000-05-08,97.17,5064100,3.4,46225200,22.33,36187600
2000-05-09,96.4,5620300,3.26,81785200,21.69,60778400
2000-05-10,94.22,10293900,3.07,133772800,21.17,67740000
2000-05-11,96.38,7091100,3.18,124936000,21.71,58390800
2000-05-12,97.42,5960800,3.33,76728400,22.01,37886000
2000-05-15,99.1,4441300,3.12,169733200,22.19,33899600
2000-05-16,100.06,8192200,3.27,110112800,22.23,48410600
2000-05-17,99.02,5907200,3.13,99523200,21.65,53242000
2000-05-18,97.8,4325600,3.11,93444400,21.17,53640400
2000-05-19,96.27,6518400,2.91,185166800,20.81,66578000
2000-05-22,95.54,10839400,2.78,188876800,20.53,69955000
2000-05-23,94.14,7979200,2.65,129396400,20.21,57963200
2000-05-24,95.67,11081500,2.71,169615600,20.97,85482400
2000-05-25,94.03,8278900,2.7,101687600,19.67,94348800
2000-05-26,94.14,4814000,2.67,45287200,19.65,55822000
2000-05-30,97.21,5362700,2.71,178264800,20.27,68536400
2000-05-31,97.42,6056500,2.6,108376800,20.01,54968200
2000-06-01,99.13,8961600,2.76,225960000,20.65,94507200
2000-06-02,100.85,8962200,2.86,198212000,21.21,80463200
2000-06-05,100.36,6998100,2.82,80917200,21.39,64400000
2000-06-06,99.91,4858900,2.87,131370400,22.27,99019000
2000-06-07,100.61,4919500,2.99,84254800,22.55,76310600
2000-06-08,100.21,5723100,2.93,59631600,22.01,94765600
2000-06-09,100.0,3085300,2.96,63089600,22.01,35710200
2000-06-12,98.83,3678900,2.82,72584400,21.39,49260600
2000-06-13,100.68,6558700,2.92,87864000,21.71,44289200
2000-06-14,100.85,6420500,2.8,69361600,22.55,79992400
2000-06-15,101.07,5881200,2.86,62143200,23.15,65592600
2000-06-16,100.23,5567900,2.82,75891200,23.21,68710600
2000-06-19,101.52,5106900,2.99,98501200,23.57,46604800
2000-06-20,101.15,6480000,3.13,125347600,23.97,62275000
2000-06-21,101.11,3115000,3.44,122500000,25.81,160399600
2000-06-22,99.57,7490500,3.32,116928000,25.55,87315200
2000-06-23,98.72,4863300,3.2,51241400,24.85,49811600
2000-06-26,99.99,5201300,3.35,46338600,25.43,48287000
2000-06-27,99.25,4159500,3.2,50867600,25.21,31071200
2000-06-28,99.53,5347700,3.37,71607200,25.25,37459200
2000-06-29,98.59,6345700,3.17,50915200,24.69,38449000
2000-06-30,99.34,7420200,3.24,80774400,25.59,52356400
2000-07-03,100.7,1436600,3.3,17707200,25.59,15734800
2000-07-05,98.89,2748200,3.19,66304000,25.11,34824400
2000-07-06,99.66,5963200,3.2,77386400,25.89,47873200
2000-07-07,101.26,3034800,3.37,65900800,26.23,54153200
2000-07-10,101.09,2816100,3.53,99449000,25.41,52689800
2000-07-11,101.3,5431600,3.52,89474000,25.31,37164800
2000-07-12,101.97,5883000,3.64,56358400,25.69,58370200
2000-07-13,102.41,5356000,3.49,111414800,25.57,80843200
2000-07-14,103.42,5341900,3.57,47569200,25.25,51180600
2000-07-17,103.25,4208300,3.61,65000600,25.01,53992800
2000-07-18,102.4,4262100,3.54,79601200,25.11,70617200
2000-07-19,101.58,8506800,3.26,114468200,23.39,139924600
2000-07-20,102.99,4538900,3.41,116393200,23.93,54690600
2000-07-21,100.98,5656900,3.31,49058800,23.13,56100600
2000-07-24,100.41,5628500,3.01,103042800,22.57,56165600
2000-07-25,100.73,4757100,3.1,52901800,22.07,64188600
2000-07-26,99.74,12062500,3.1,52617600,21.69,85404600
2000-07-27,99.4,7652600,3.22,73746400,22.19,74337600
2000-07-28,97.16,6229500,2.99,59473400,22.29,75645600
2000-07-31,97.78,5265500,3.14,38824800,22.33,70283800
2000-08-01,98.38,3946600,3.05,34321000,21.97,47163600
2000-08-02,98.87,7439800,2.92,40588800,22.19,48269200
2000-08-03,99.55,4607100,2.97,84974400,22.47,54543400
2000-08-04,100.09,3686600,2.93,65780400,22.11,38107400
2000-08-07,101.28,4159800,2.96,46837000,22.39,52741800
2000-08-08,101.67,3658700,2.89,44168600,23.71,138038800
2000-08-09,100.81,5383800,2.94,94910200,23.75,63945600
2000-08-10,100.32,4193400,2.94,62928600,23.23,48986000
2000-08-11,100.79,5089400,2.95,59514000,23.17,35629600
2000-08-14,102.07,2966700,2.91,39165000,23.09,53427000
2000-08-15,101.99,5564600,2.89,28550200,22.91,40714200
2000-08-16,101.62,5191600,3.0,35918400,22.71,44976200
2000-08-17,102.69,5652200,3.18,67725000,22.89,36112800
2000-08-18,102.35,4626400,3.09,47544000,22.71,54438800
2000-08-21,102.91,2380600,3.12,33616800,22.59,34119600
2000-08-22,102.73,3075300,3.2,69200600,22.79,54428200
2000-08-23,103.14,5483200,3.36,59215800,22.63,36726800
2000-08-24,103.46,4529000,3.47,77691600,22.75,42405400
2000-08-25,103.42,2822200,3.51,83615000,22.59,52729400
2000-08-28,103.77,5518700,3.59,89751200,22.81,56421600
2000-08-29,103.79,3561900,3.66,66757600,22.69,59400200
2000-08-30,102.8,3964800,3.68,71348200,22.39,53498800
2000-08-31,104.17,4863100,3.77,104899200,22.33,72575400
2000-09-01,104.27,3191200,3.92,64218000,22.45,37629800
2000-09-05,103.44,3470800,3.86,74660600,22.43,50755200
2000-09-06,102.26,4322200,3.61,88851000,22.21,62960800
2000-09-07,103.14,4265500,3.83,54366200,22.41,111711200
2000-09-08,102.44,3518200,3.64,48879600,22.17,56709600
2000-09-11,102.29,3937500,3.61,46845400,22.01,48495200
2000-09-12,101.54,4769100,3.57,46999400,21.79,46781200
2000-09-13,101.81,7691600,3.59,76496000,21.83,40744800
2000-09-14,102.32,3397100,3.52,106638000,21.05,78503000
2000-09-15,100.08,4085700,3.42,98628600,20.53,99915200
2000-09-18,99.16,5109300,3.75,106134000,20.15,69037800
2000-09-19,100.06,6588200,3.71,67877600,20.79,79311200
2000-09-20,99.32,6508100,3.77,56847000,20.55,67791400
2000-09-21,97.81,5972300,3.51,127622600,20.53,48952200
2000-09-22,99.59,7791300,3.23,181675200,20.23,84476600
2000-09-25,98.88,9726300,3.31,108887800,19.59,53484200
2000-09-26,97.62,5302400,3.18,72734200,20.05,155704800
2000-09-27,98.13,7186200,3.03,100564800,19.39,106155600
2000-09-28,99.39,7036400,3.31,244896400,19.61,52360400
2000-09-29,98.45,9333600,1.59,1855410200,19.29,74053600
2000-10-02,98.6,5517800,1.5,606197200,18.91,58562400
2000-10-03,97.68,9347200,1.38,509530000,18.09,85374000
2000-10-04,98.49,6148900,1.46,366506000,17.74,136453400
2000-10-05,98.84,4566900,1.36,218251600,17.72,81099400
2000-10-06,96.69,10014900,1.37,153164200,17.78,61794000
2000-10-09,95.97,4508000,1.34,149391200,17.34,58323600
2000-10-10,94.38,6104700,1.29,172775400,17.46,62066200
2000-10-11,93.59,10346000,1.21,299605600,17.84,101205800
2000-10-12,91.25,12336900,1.24,297766000,17.4,90219600
2000-10-13,94.3,11778800,1.36,311938200,17.2,104521200
2000-10-16,94.72,5659000,1.33,205044000,16.12,119759000
2000-10-17,92.37,7831700,1.24,150430000,16.14,81276600
2000-10-18,92.03,10897300,1.24,208566400,16.56,110536400
2000-10-19,95.5,8767300,1.17,376681200,19.79,256993200
2000-10-20,95.9,7373500,1.21,197815800,20.85,160378600
2000-10-23,96.33,5290000,1.26,137823000,19.87,185170400
2000-10-24,95.69,5750700,1.17,201112800,19.67,94427400
2000-10-25,93.44,9137600,1.14,165992400,19.59,167603800
2000-10-26,93.7,9345800,1.14,180462800,20.61,114826600
2000-10-27,95.47,9762900,1.15,186125800,21.65,124292400
2000-10-30,96.33,10154100,1.19,159797400,22.09,110057600
2000-10-31,97.99,7752400,1.21,221470200,22.03,104474000
2000-11-01,97.66,6753600,1.27,143841600,22.27,81309400
2000-11-02,97.82,11395100,1.38,147673400,22.49,77985200
2000-11-03,97.87,5187100,1.38,128955400,21.83,68711000
2000-11-06,98.56,4042500,1.33,98369600,22.23,74851400
2000-11-07,98.54,5231300,1.32,75490800,22.55,104331200
2000-11-08,96.35,6123300,1.24,105522200,22.21,206149400
2000-11-09,95.99,10635300,1.25,119208600,22.67,91058600
2000-11-10,93.65,8569500,1.18,105562800,21.55,93744400
2000-11-13,92.92,17285300,1.2,107954000,21.25,83364800
2000-11-14,95.37,7668900,1.25,102250400,22.01,84218600
2000-11-15,95.67,8837700,1.23,70589400,22.41,60422200
2000-11-16,94.17,6684100,1.17,59843000,22.05,92128600
2000-11-17,93.66,6551100,1.14,111545000,22.09,106525600
2000-11-20,92.33,5458500,1.17,102016600,21.49,80157200
2000-11-21,92.8,7684300,1.16,75488000,21.67,59487600
2000-11-22,90.58,5736900,1.14,70133000,21.83,76343200
2000-11-24,92.43,3411600,1.19,40233200,22.37,34439200
2000-11-27,93.25,5992000,1.16,64698200,22.61,85307600
2000-11-28,91.64,5336100,1.11,67281200,21.43,127446200
2000-11-29,91.47,6914100,1.09,123037600,20.81,98280400
2000-11-30,90.68,11201600,1.02,202399400,18.35,197200800
2000-12-01,90.63,7587200,1.06,96426400,18.11,109809800
2000-12-04,91.4,6996600,1.03,92880200,18.06,80407200
2000-12-05,94.4,8883400,1.05,153494600,19.15,101734400
2000-12-06,92.89,12888000,0.89,343616000,18.13,90560800
2000-12-07,91.62,6529100,0.89,102229400,17.0,145308400
2000-12-08,91.83,10276300,0.93,108906000,17.42,120939800
2000-12-11,95.02,6405600,0.94,83127800,18.57,95576200
2000-12-12,94.62,5022900,0.95,96565000,18.67,63106000
2000-12-13,93.32,6070500,0.93,86221800,18.31,98360400
2000-12-14,92.13,7678400,0.89,65829400,17.76,71201400
2000-12-15,90.05,9065300,0.87,128486400,15.74,116899800
2000-12-18,91.25,7235400,0.88,81452000,15.3,107187400
2000-12-19,89.4,9616600,0.87,93501800,14.34,120271800
2000-12-20,86.81,9994300,0.89,141332800,13.28,149037800
2000-12-21,87.41,14331500,0.87,91711200,13.9,163173000
2000-12-22,90.03,10182900,0.93,79513000,14.86,109551800
2000-12-26,91.0,4665300,0.91,54203800,15.0,66941600
2000-12-27,91.66,4854100,0.92,81366600,14.86,69003800
2000-12-28,91.94,8358700,0.92,76294400,14.26,77619200
2000-12-29,90.2,8774600,0.92,157584000,13.88,99977600
2001-01-02,88.57,8737500,0.92,113078000,13.88,82413200
2001-01-03,92.82,19431600,1.01,204268400,15.34,135962200
2001-01-04,91.82,9219000,1.06,184849000,15.5,112397000
2001-01-05,88.83,12911400,1.01,103089000,15.72,93414600
2001-01-08,89.51,6625300,1.02,93424800,15.66,79817600
2001-01-09,89.28,5702400,1.06,147232400,16.58,114965400
2001-01-10,90.85,8746100,1.02,145195400,16.92,90230200
2001-01-11,90.93,7245100,1.11,200933600,17.6,101854800
2001-01-12,90.76,7244000,1.06,105844200,17.12,73712000
2001-01-16,91.34,8542200,1.06,76529600,16.82,68462400
2001-01-17,91.76,7851400,1.04,210218400,16.94,72844200
2001-01-18,92.67,8107000,1.16,306752600,17.76,109788800
2001-01-19,92.15,7782500,1.21,194166000,19.51,209348800
2001-01-22,92.76,7050900,1.19,129831800,19.23,76673000
2001-01-23,93.49,8463100,1.27,219882600,19.37,70295200
2001-01-24,93.77,6199900,1.27,179272800,20.13,110455000
2001-01-25,93.53,10818300,1.23,122427200,19.77,85657400
2001-01-26,93.42,7136800,1.21,120705200,20.47,93080000
2001-01-29,93.92,6705900,1.34,213882200,20.63,84983800
2001-01-30,94.75,7069100,1.34,173105800,20.27,57276800
2001-01-31,94.21,9706900,1.34,182676200,19.53,81898800
2001-02-01,94.84,8239100,1.31,92423800,19.95,71792800
2001-02-02,92.69,8276600,1.28,106835400,19.45,71100000
2001-02-05,93.37,4352900,1.25,71528800,19.81,51399200
2001-02-06,93.09,7106700,1.31,115677800,20.01,96442000
2001-02-07,92.61,5748700,1.28,98471800,20.69,126061800
2001-02-08,91.53,5943300,1.28,151032000,19.91,88041200
2001-02-09,90.65,9913000,1.18,147520800,18.91,100575200
2001-02-12,91.69,5804400,1.22,68530000,18.79,71289400
2001-02-13,90.94,6587600,1.18,59267600,18.61,76070600
2001-02-14,90.8,8400100,1.21,77280000,18.67,61728400
2001-02-15,91.68,5929800,1.24,77854000,18.81,65627800
2001-02-16,89.66,6434900,1.17,65977800,18.33,66958400
2001-02-20,88.28,5760000,1.13,78723400,17.88,60730800
2001-02-21,86.37,10910800,1.17,97564600,18.0,63947200
2001-02-22,86.5,21281600,1.16,107990400,17.66,100816400
2001-02-23,85.92,20173000,1.16,73466400,18.15,92620600
2001-02-26,87.75,11503700,1.21,51609600,19.05,87936800
2001-02-27,86.94,11415000,1.2,87129000,18.99,99148600
2001-02-28,85.23,14825800,1.13,127058400,18.87,84608400
2001-03-01,85.67,14672000,1.16,82615400,18.99,81781600
2001-03-02,84.99,12564300,1.19,101550400,18.13,79800800
2001-03-05,85.77,5293200,1.26,81043200,18.37,49383600
2001-03-06,86.69,6917000,1.33,182950600,19.01,66781800
2001-03-07,87.31,6371700,1.31,104885200,19.41,59743600
2001-03-08,87.4,6055000,1.29,51214800,18.95,54626000
2001-03-09,84.82,10020300,1.25,74783800,18.13,103794400
2001-03-12,81.19,13972900,1.15,97755000,16.62,114376000
2001-03-13,82.52,12888000,1.21,110832400,17.34,91035600
2001-03-14,80.89,19883400,1.26,119443800,17.28,90686200
2001-03-15,80.91,10370300,1.22,132329400,17.18,71638400
2001-03-16,79.29,58514600,1.21,117579000,17.46,112848800
2001-03-19,80.9,10067800,1.27,89002200,17.38,61036400
2001-03-20,78.73,15083900,1.22,124801600,16.86,91822800
2001-03-21,77.4,19004600,1.24,92843800,16.02,124988600
2001-03-22,76.61,28624800,1.34,180825400,17.28,126363200
2001-03-23,78.93,12861700,1.42,236222000,18.09,99519600
2001-03-26,79.93,9943800,1.35,183612800,17.94,63118600
2001-03-27,81.57,12880700,1.41,135955400,18.63,95135600
2001-03-28,79.31,10953300,1.37,146165600,17.78,78681600
2001-03-29,79.62,12060300,1.39,153266400,17.72,86985000
2001-03-30,80.45,9183600,1.36,100087400,17.5,91201600
2001-04-02,78.73,10561000,1.34,85227800,17.86,75924000
2001-04-03,76.11,12836000,1.25,92171800,17.08,94187600
2001-04-04,76.42,14884300,1.21,171371200,16.62,104046600
2001-04-05,79.32,21522800,1.29,111690600,18.15,113364000
2001-04-06,78.11,14937800,1.27,81222400,17.98,92622000
2001-04-09,78.98,9034300,1.27,66645600,18.28,56295600
2001-04-10,80.42,17873600,1.36,114343600,19.09,109199400
2001-04-11,80.48,12722300,1.35,83524000,19.21,109879600
2001-04-12,81.94,9233200,1.39,74733400,19.89,87520000
2001-04-16,81.08,7350000,1.33,71306200,19.45,65857400
2001-04-17,82.22,10924700,1.26,171299800,19.67,85149200
2001-04-18,85.49,32481600,1.41,275210600,20.93,156696400
2001-04-19,86.63,13809900,1.59,468417600,21.77,159375600
2001-04-20,85.83,7626700,1.55,173350800,22.07,192919600
2001-04-23,84.28,8451800,1.5,135381400,21.83,92171200
2001-04-24,83.82,10044700,1.49,94284400,21.61,89176600
2001-04-25,84.92,8249000,1.53,82695200,22.29,76744000
2001-04-26,85.3,10590400,1.53,199924200,22.12,118737600
2001-04-27,86.72,7938700,1.62,113253000,21.47,121572400
2001-04-30,87.32,10766900,1.58,123694200,21.67,74368200
2001-05-01,87.59,10578000,1.6,106813000,22.45,83702800
2001-05-02,87.43,9572900,1.64,92131200,22.32,92864400
2001-05-03,86.32,9926200,1.54,75385800,21.92,66273400
2001-05-04,87.79,12145300,1.59,70263200,22.63,119538400
2001-05-07,87.03,7185200,1.54,69137600,22.84,109356200
2001-05-08,86.99,6952600,1.52,78859200,23.05,75084000
2001-05-09,86.63,9507400,1.48,81222400,22.52,76676600
2001-05-10,86.88,6872400,1.42,72244200,22.39,64334600
2001-05-11,86.28,7734400,1.41,50761200,22.2,51128800
2001-05-14,86.45,7914000,1.44,77305200,21.98,44968000
2001-05-15,86.85,9782200,1.43,59256400,21.84,61385600
2001-05-16,88.9,14909000,1.49,80582600,22.13,91893800
2001-05-17,89.04,11824600,1.46,83029800,21.81,106984800
2001-05-18,89.45,6683100,1.45,39762800,21.78,90605400
2001-05-21,90.76,11531500,1.46,115249400,22.01,103491600
2001-05-22,90.65,8342700,1.45,103229000,22.49,83455600
2001-05-23,89.11,12330800,1.44,70260400,22.3,93637400
2001-05-24,89.37,7902800,1.43,67939200,22.94,80781600
2001-05-25,88.32,7425000,1.41,39685800,22.68,52747600
2001-05-29,87.61,9003900,1.33,128997400,22.5,71210800
2001-05-30,86.39,10041800,1.22,194269600,22.13,86501800
2001-05-31,86.83,9874200,1.23,110723200,22.13,70682600
2001-06-01,87.37,8848300,1.29,114018800,22.5,57587600
2001-06-04,87.79,5623500,1.28,70480200,22.64,43736600
2001-06-05,88.8,9115400,1.29,117948600,23.23,89454200
2001-06-06,88.06,12064900,1.28,55794200,23.15,80022800
2001-06-07,88.38,7355300,1.34,81295200,23.57,66960000
2001-06-08,87.56,8170600,1.32,85656200,23.41,51867000
2001-06-11,86.94,7012200,1.24,73500000,23.07,47345600
2001-06-12,86.79,9364400,1.26,75948600,23.06,66714600
2001-06-13,86.04,7629400,1.27,127871800,22.61,55302400
2001-06-14,84.11,12603000,1.23,74337200,22.04,71972400
2001-06-15,84.25,16821100,1.26,113656200,21.76,108354400
2001-06-18,83.84,11368300,1.26,86478000,21.4,56846800
2001-06-19,84.2,7732300,1.25,80271800,21.54,63457400
2001-06-20,84.65,8787200,1.34,107905000,22.21,64108400
2001-06-21,85.61,12259100,1.39,85332800,22.34,69603800
2001-06-22,84.94,12212000,1.38,71506400,22.02,51092000
2001-06-25,84.16,8406800,1.48,109887400,22.03,49215600
2001-06-26,84.04,8005800,1.47,68195400,22.44,63077000
2001-06-27,83.99,10105100,1.44,93532600,22.76,69199800
2001-06-28,84.45,10269300,1.46,87102400,23.27,128975600
2001-06-29,84.76,9824200,1.44,128847600,23.35,94283800
2001-07-02,85.82,8522200,1.48,57512000,22.59,72810200
2001-07-03,85.8,3303100,1.47,28135800,22.54,28037400
2001-07-05,84.13,5517900,1.43,38073000,21.92,49242600
2001-07-06,82.31,11665900,1.36,75730200,21.13,67467800
2001-07-09,82.76,8339300,1.4,84366800,21.01,66476600
2001-07-10,81.76,8630700,1.31,98817600,20.63,66562600
2001-07-11,81.85,15328600,1.39,117626600,21.27,73822600
2001-07-12,83.79,12002800,1.51,153700400,22.91,128078000
2001-07-13,84.52,10433800,1.54,113685600,22.82,58934600
2001-07-16,83.46,6915300,1.48,69666800,22.77,55990800
2001-07-17,84.24,7469800,1.55,161957600,22.98,63241000
2001-07-18,83.67,7709300,1.29,284253200,22.58,57590800
2001-07-19,84.4,10082900,1.23,215285000,23.22,76549400
2001-07-20,83.89,6705800,1.24,111146000,22.13,124203600
2001-07-23,82.24,8065200,1.21,60340000,21.46,79999400
2001-07-24,81.45,12269000,1.18,87094000,21.22,67530200
2001-07-25,82.34,12088500,1.14,110969600,21.59,74065400
2001-07-26,83.21,12898200,1.15,92285200,21.3,77974000
2001-07-27,83.53,8478800,1.17,83533800,20.94,65396000
2001-07-30,83.55,8547700,1.17,60839800,21.05,42196400
2001-07-31,83.9,11918100,1.16,58756600,21.17,59031600
2001-08-01,84.43,11940800,1.18,76034000,21.26,55679000
2001-08-02,84.77,11070100,1.23,63022400,21.58,54198400
2001-08-03,84.31,10816300,1.21,46513600,21.4,43260400
2001-08-06,83.17,8550100,1.18,24913000,21.16,27831600
2001-08-07,83.5,8865100,1.19,42137200,21.23,31347800
2001-08-08,81.95,15183800,1.17,69042400,20.75,54996400
2001-08-09,82.19,14118500,1.18,50166200,20.8,45536200
2001-08-10,82.48,11173300,1.18,46740400,20.96,51756400
2001-08-13,82.5,7431600,1.18,36999200,21.06,32675400
2001-08-14,82.46,13178100,1.16,57237600,20.7,36481200
2001-08-15,81.75,8520600,1.14,72319800,20.22,39503000
2001-08-16,82.03,10734700,1.15,72023000,20.67,43905600
2001-08-17,80.72,11604600,1.12,52106600,19.8,52234200
2001-08-20,81.47,10417400,1.12,63075600,20.06,48371200
2001-08-21,80.08,14480800,1.11,46425400,19.44,47111800
2001-08-22,80.91,11752300,1.13,43493800,19.41,78107200
2001-08-23,80.62,8744100,1.1,54269600,18.91,51813200
2001-08-24,82.29,11687700,1.15,72583000,19.85,63399000
2001-08-27,81.8,7425100,1.17,43911000,19.93,44562800
2001-08-28,80.6,12046600,1.14,42933800,19.43,47422800
2001-08-29,79.88,16180000,1.1,59992800,19.27,48170000
2001-08-30,78.35,17692600,1.1,92173200,18.22,97632000
2001-08-31,78.92,15985400,1.15,54226200,18.25,57900800
2001-09-04,78.42,24473400,1.13,87053400,17.95,67189200
2001-09-05,78.61,21477100,1.15,90014400,18.47,89470600
2001-09-06,76.59,21653000,1.1,70592200,17.92,112356800
2001-09-07,75.17,33133900,1.07,60457600,17.72,89863800
2001-09-10,76.09,23408700,1.07,77211400,18.42,84471800
2001-09-17,72.11,32388700,1.05,114501800,16.93,127502000
2001-09-18,71.94,22029200,1.01,81775400,17.38,83182600
2001-09-19,70.49,42771800,1.05,93329600,17.23,126950200
2001-09-20,68.25,36210900,0.97,102793600,16.24,117983200
2001-09-21,67.51,49782100,0.97,142629200,15.9,184976600
2001-09-24,69.88,25549600,1.02,73634400,16.64,85580200
2001-09-25,70.61,25466200,0.96,93601200,16.41,84940600
2001-09-26,70.36,18587500,0.94,123449200,16.08,58524400
2001-09-27,70.97,20536800,0.96,80560200,15.98,81191200
2001-09-28,72.48,21687200,0.96,91277200,16.37,116641200
2001-10-01,72.36,20457400,0.96,52052000,16.57,69999600
2001-10-02,73.27,19833100,0.93,58970800,16.97,80860800
2001-10-03,74.5,32045800,0.93,170760800,17.99,97199200
2001-10-04,74.56,32674100,0.98,100280600,18.06,101778000
2001-10-05,74.42,29796100,1.0,85671600,18.47,80844400
2001-10-08,73.93,12970300,1.0,51996000,18.57,60605800
2001-10-09,73.53,15976300,0.99,43506400,17.45,99477600
2001-10-10,75.17,19987400,1.04,76939800,17.76,86349200
2001-10-11,76.34,23006300,1.1,83540800,18.02,83742600
2001-10-12,75.99,31360500,1.11,71953000,18.04,63307000
2001-10-15,75.85,16873000,1.11,79688000,18.57,68437000
2001-10-16,76.33,15877100,1.11,50737400,18.7,66169000
2001-10-17,74.71,28542300,1.05,71384600,17.92,73710600
2001-10-18,74.55,16510000,1.11,153143200,18.15,78348000
